FullName,NOM,PRENOM,ADRESSE,CODE_POSTAL,LOCALITE,GOUVERNORAT,SPECIALITE,CATEGORIE_PRESTATAIRE,APC,NameAr,Delegations_Name,Delegations_NameAr,Delegations_Value,Delegations_Latitude,Delegations_Longitude
TOUNIS BEN GOUISSEM EP. ELKEBIR,BEN GOUISSEM EP. ELKEBIR,TOUNIS,18 RUE ESSAWAKI,7030,MATEUR,BIZERTE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,مدنين,MATEUR (Cite De La Fraternite),ماطر (حي الإخاء),MATEUR,37.038,9.665
SABRIA KHIROUNI,KHIROUNI,SABRIA,"IMMEUBLE ""ESSALAMA""5eme ETAGE BUREAU N°606 AVENUE HABIB THAMEUR",8000,NABEUL,NABEUL,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,NABEUL (Ain Kemicha),نابل (عين كميشة),NABEUL,36.4561,10.7358
ELASSAAD LAKHOUA,LAKHOUA,ELASSAAD,ROUTE NATIONALE GP1,8084,TURKI,NABEUL,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,نابل,GROMBALIA (Turki),قرمبالية (تركي),GROMBALIA,36.6,10.5
JOMAA MELLAH,MELLAH,JOMAA,CITE EL FATEH RUE HASSEN IBN ENNOMEN,1220,FOUSSANA,KASSERINE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,FOUSSANA (El Adhira),فوسانة (العذيرة),FOUSSANA,35.2025,8.7969
ISTABRAK LAJDAL,LAJDAL,ISTABRAK,ROUTE GREMDA KASSAS N°5 IMM. EL HOSNA,3027,SFAX JADIDA,SFAX,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,سيدي بوزيد,SFAX VILLE (Sfax El Jadida),صفاقس المدينة (صفاقس الجديدة),SFAX VILLE,34.7406,10.76
CHADHA GHOMRASNI,GHOMRASNI,CHADHA,IMM   SAADI  TOUR  A-B APT  A01,1004,EL MENZAH ( I - IV ),TUNIS,CARDIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,المنستير,EL MENZAH (El Menzah 1),المنزه (المنزه 1),EL MENZAH,36.8528,10.1703
OMRAN   RAOUF Radhouane Chouchi,Radhouane Chouchi,OMRAN   RAOUF,"26, RUE BELHASSINE .JERAD",1000,TUNIS RP (VILLE),TUNIS,MEDECINE CARCINOLOGIQUE,CABINET DE CHIRURGIE DENTAIRE,NON,بنزرت,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
RANDALY JMII,JMII,RANDALY,AV DU COMBATTANT SUPREME,5000,MONASTIR,MONASTIR,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,القيروان,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
MOHAMED AYMAN FDHILA,FDHILA,MOHAMED AYMAN,"3, AV. IBN KHALDOUN",7035,MENZEL ABDERRAHMEN,BIZERTE,PSYCHIATRIE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,MENZEL JEMIL (Cite El Makarem),منزل جميل (حي المكارم),MENZEL JEMIL,37.237,9.91
DHRAIFA BOUZRARA,BOUZRARA,DHRAIFA,17 AVENUE DE L UNION MAGHREB ARABE,2010,MANOUBA,MANOUBA,GYNECOLOGIE-OBSTETRIQUE,OFFICINE DE NUIT,NON,الكاف,MANNOUBA (La Mannouba),منوبة (منوبة),MANNOUBA,36.8097,10.0928
BADER HAJAJI,HAJAJI,BADER,RUE HABIB THAMEUR IMMEUBLE KARIM JERBI 4ème ETAGE,8100,JENDOUBA,JENDOUBA,PHYSIOTHERAPIE,CABINET DE KINESITHERAPIE,NON,جندوبة,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
MOEZ LIDINE ALLAH BEN DJEMIA,BEN DJEMIA,MOEZ LIDINE ALLAH,274 AV DE LA LIBERATION,8050,HAMMAMET,NABEUL,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,نابل,HAMMAMET (Chaabet El Mrezga),الحمامات (شعبة المرزڨة),HAMMAMET,36.4,10.6167
BECHIR OUIHIBI,OUIHIBI,BECHIR,RUE MOHAMED DAGHBAJI PRES DU MAGAZIN GENERAL BAB BHAR,6000,GABES VILLE,GABES,MEDECINE GENERALE,CABINET DE KINESITHERAPIE,NON,زغوان,GABES MEDINA (Cite Ben Kilani),قابس المدينة (حي بن كيلاني),GABES MEDINA,33.8815,10.0982
BOUGRAF BELHAJ,BELHAJ,BOUGRAF,02 AVENUE KORTOBA,3100,KAIROUAN,KAIROUAN,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
MOHAMED KHALDOUN Mle FRAJ,Mle FRAJ,MOHAMED KHALDOUN,34 AV. MUSTAPHA HJAIJ .,2080,ARIANA MEDINA,ARIANA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
NOUARI HOUIDI,HOUIDI,NOUARI,RTE MATAR KM 4 CITE BAHRI 3 RUE ABOUDHABI,3064,CITE EL BAHRI,SFAX,MEDECINE GENERALE,APC,APC,نابل,SFAX EST (Cite El Foll),صفاقس الشرقية (حي الفل),SFAX EST,34.7406,10.76
SAKKA FADHILA,FADHILA,SAKKA,Avenue Taieb M'hiri,5000,MONASTIR,MONASTIR,GYNECOLOGIE-OBSTETRIQUE,CABINET MEDICAL INDIVIDUEL,NON,قابس,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
MOHAMED   LAROUSSI KARDOUS,KARDOUS,MOHAMED   LAROUSSI,AVENUE HABIB BOURGUIBA,3080,JEBENIANA,SFAX,CHIRURGIE ORTHOPEDIQUE,CABINET DE KINESITHERAPIE,NON,بن عروس,JEBENIANA (Ain El Ghezal),جبنيانة (عين الغزال),JEBENIANA,35.0333,10.9
MOHAMED HOUCINE AYACHI EP TLILI,AYACHI EP TLILI,MOHAMED HOUCINE,CITE ENNAJET RTE BATTAN,1124,JEDAIDA,MANOUBA,CHIRURGIE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,JEDAIDA (Cite El Hidaya),الجديدة (حي الهداية),JEDAIDA,36.85,9.9167
NEJIi gannoun,gannoun,NEJIi,RUE IBN ROCHD ROUTE DU LYCEE,1270,SBIBA,KASSERINE,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,زغوان,SBIBA (Cite Air Nouvelle),سبيبة (حي الهواء الجديد),SBIBA,35.5444,9.0708
JEDDI SAADNIA,SAADNIA,JEDDI,5 RUE LES ORANGERS,4051,SOUSSE KHEZAMA,SOUSSE,RHUMATOLOGIE,STAM,NON,سليانة,SOUSSE JAOUHARA (Cite De La Steg),سوسة جوهرة (حي الشركة التونسية للكهرباء والغاز),SOUSSE JAOUHARA,35.8269,10.63
HATEM BOURASSINE,BOURASSINE,HATEM,217 AVENUE HABIB BOURQUIBA,2060,LA GOULETTE,TUNIS,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE KINESITHERAPIE,NON,أريانة,LA GOULETTE (Casino La Goulette),حلق الوادي (كازينو حلق الوادي),LA GOULETTE,36.8197,10.2936
MOHAMED EL HEDI SAKER,SAKER,MOHAMED EL HEDI,34 AVENUE DE L'INDEPENDANCE CHEBBAOU,2021,OUED ELLIL,MANOUBA,MEDECIN DENTISTE,CENTRE D'HEMODIALYSE,NON,جندوبة,OUED ELLIL (Cite 7 Novembre),وادي الليل (حي 7 نوفمبر),OUED ELLIL,36.8311,10.0347
TESSNIM BALTI EP. MEHREZ,BALTI EP. MEHREZ,TESSNIM,25 RUE H BOURGUIBA,8010,MENZEL BOUZELFA,NABEUL,MEDECIN DENTISTE,OFFICINE DE NUIT,NON,صفاقس,MENZEL BOUZELFA (Cite Jemmali),منزل بوزلفة (حي الجمالي),MENZEL BOUZELFA,36.6833,10.5833
Mohamed Oussama HIRAOUI,HIRAOUI,Mohamed Oussama,CENTRE MEDICAL EL AHMADI 2EME ETAGE APP D2-5,2074,EL MOUROUJ I,BEN AROUS,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,المنستير,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
RADHIA BEN KHEMIS,BEN KHEMIS,RADHIA,IMMEUBLE AVICENNE APPAR N°106 AVENUE IBN AL AGHLAB,3100,KAIROUAN,KAIROUAN,GYNECOLOGIE-OBSTETRIQUE,CABINET DE KINESITHERAPIE,NON,سوسة,KAIROUAN SUD (Cite El Moez),القيروان الجنوبية (حي المعز),KAIROUAN SUD,35.6772,10.098
NAWRASS SFAR,SFAR,NAWRASS,5 AV  HABIB  BOURGUIBA   MEDJEZ EL BAB,9070,MEDJEZ EL BAB,BEJA,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE CHIRURGIE DENTAIRE,NON,نابل,MEJEZ EL BAB (Argoub Ezzaatar),مجاز الباب (عرقوب الزعتر),MEJEZ EL BAB,36.6492,9.6108
MAISSA SALIMA,SALIMA,MAISSA,16 RUE DE SYRIE  AZPPT N°2 BLOC C,1002,TUNIS BELVEDERE,TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,مدنين,BAB BHAR (Hedi Chaker),باب بحر (الهادي شاكر),BAB BHAR,36.7981,10.1803
WASSEF AZZEZ,AZZEZ,WASSEF, centre urbain nord imm le cercle des br bloc b 06 eme etage,1082,CITE MAHRAJENE,TUNIS,OPHTALMOLOGIE,MINISTERE DE L'INTERIEUR,NON,قفصة,EL MENZAH (Cite Caravelles),المنزه (حي كارافال),EL MENZAH,36.8528,10.1703
MADIHA KHATIB,KHATIB,MADIHA,AV HABIB BOURGUIBA CITE COMMERCIALE N 2    1ER  ETAGE,5021,BEMBLA,MONASTIR,CARDIOLOGIE,CABINET DE KINESITHERAPIE,NON,سليانة,BEMBLA (Bembla),بمبلة (بمبلة),BEMBLA,35.7,10.8
MOHD BEYROUTI,BEYROUTI,MOHD,"11, RUE CHARLES DE GAULLE",1000,TUNIS RP (VILLE),TUNIS,PHARMACIEN D'OFFICINE DE JOUR,OFFICINE DE JOUR,NON,تونس,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
Mohamed Talel BEN ABDA,BEN ABDA,Mohamed Talel, 7 AV. DU MARTYR HAMDA AL ISSAOUI,2022,KALâAT LANDLOUS,ARIANA,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,KALAAT LANDLOUS (Cite Bir El Araies),قلعة الأندلس (حي بئر العرايس),KALAAT LANDLOUS,37.060278,10.115278
SAMER HELALI EP. OTHMAN,HELALI EP. OTHMAN,SAMER,AVENUE HABIB BOURGUIBA IMMEUBLE BERICHE ETAGE 1,4041,KSIBET SOUSSE,SOUSSE,PHARMACIEN D'OFFICINE DE JOUR,CABINET MEDICAL INDIVIDUEL,NON,بنزرت,SOUSSE RIADH (Cite 7 Novembre),سوسة الرياض (حي 7 نوفمبر),SOUSSE RIADH,35.8269,10.63
SEFI ACHOUR,ACHOUR,SEFI,HOPITAL CHARLES NICOLLES,1006,TUNIS BAB SOUIKA,TUNIS,PSYCHIATRIE,OFFICINE DE JOUR,NON,أريانة,BAB SOUIKA (Bab El Akoues),باب سويقة (باب الأقواس),BAB SOUIKA,36.8,10.1667
IBTISEM BOULEKBACHE,BOULEKBACHE,IBTISEM,R6 N246 PRES MOSQUEE ENNOUR,5000,MONASTIR,MONASTIR,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,تطاوين,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
MOHAMED EL NESSIF HAMZA EP SOLTAN,HAMZA EP SOLTAN,MOHAMED EL NESSIF,291 RUE HAMZA  IBN ABDELMOTTALIB . PETITE ARIANA,2083,LA GAZELLE,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,سوسة,RAOUED (Cite De La Rtt 2),رواد (حي الإتصالات 2),RAOUED,36.908,10.2
RIADH EL BAH,EL BAH,RIADH,KM14.GP1 CENTRE HORIZON MEDICAL 2034 EZZAHRA,2034,EZZAHRA,BEN AROUS,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,باجة,EZZAHRA (Cite 18 Janvier),الزهراء (حي 18 جانفي),EZZAHRA,36.743,10.308
HALIM MOHAMED OUNIFI,OUNIFI,HALIM MOHAMED,centre medical les jasmins 2eme etage  cabinet 1.1 1003 tunis centre urbain nord,1003,CITE EL KHADRA,TUNIS,PNEUMO-PHTISIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,CITE EL KHADRA (Cite El Khadra),حي الخضراء (حي الخضراء),CITE EL KHADRA,36.8319,10.1942
HOUSSEM BEN HAMAD,BEN HAMAD,HOUSSEM,200 RUE TAHER SFAR,8030,GROMBALIA,NABEUL,OPHTALMOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,القصرين,GROMBALIA (Batrou),قرمبالية (بطرو),GROMBALIA,36.6,10.5
FADWA mosrati,mosrati,FADWA,81 AVE TAIEB HACHICHA  MSAKEN,4070,M'SAKEN,SOUSSE,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,منوبة,MSAKEN (Msaken),مساكن (مساكن),MSAKEN,35.7275,10.5803
MOHAMED LOTFI LAATAR,LAATAR,MOHAMED LOTFI,Avenue de L'Indépendance Imm. Mediouni 2éme Etage,1100,ZAGHOUAN,ZAGHOUAN,PNEUMO-PHTISIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,ZAGHOUAN (El Mhedhba),زغوان (المهذبة),ZAGHOUAN,36.4025,10.1431
SADOK MEHDI ALLEGUI,ALLEGUI,SADOK MEHDI,154 AV MOHAMED ALI,6000,GABES VILLE,GABES,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,سليانة,GABES MEDINA (Cite Ben Kilani),قابس المدينة (حي بن كيلاني),GABES MEDINA,33.8815,10.0982
Mohamed Ayoub ESSARI,ESSARI,Mohamed Ayoub,AVENUE MOHAMED ALI,2040,RADèS VILLE,BEN AROUS,O.R.L.,CABINET MEDICAL INDIVIDUEL,NON,توزر,RADES (Chouchet Rades),رادس (شوشة رادس),RADES,36.805,10.295
HAFSAE GAHA,GAHA,HAFSAE,"47 ,  RUE  MED  ALI   2EME  ETAGE",8100,JENDOUBA,JENDOUBA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,JENDOUBA (Ain El Khararib),جندوبة (عين الخراريب),JENDOUBA,36.5015,8.7805
MOHAMED NEJIB BEN TAHAR FRIKHA,FRIKHA,MOHAMED NEJIB BEN TAHAR,30 AV FARHAT HACHED,7000,BIZERTE,BIZERTE,O.R.L.,CABINET MEDICAL INDIVIDUEL,NON,توزر,BIZERTE NORD (Bizerte),بنزرت الشمالية (بنزرت),BIZERTE NORD,37.2744,9.8739
MOHAMED CHAKER GAIEB,GAIEB,MOHAMED CHAKER,"49,Rue Alexandre Dumas",4000,SOUSSE MEDINA,SOUSSE,GYNECOLOGIE-OBSTETRIQUE,LABORATOIRE D'ANALYSES,NON,أريانة,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
MOHAMED MALEK EL KHAIRI,EL KHAIRI,MOHAMED MALEK,Rue Abou Baker Esseddik .Cité Bouhsina.,4000,SOUSSE MEDINA,SOUSSE,CHIRURGIE ORTHOPEDIQUE,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
FRADJ IDANI,IDANI,FRADJ,AV ALI BOURGUIBA ELMECHREF SKANES,5000,MONASTIR,MONASTIR,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,باجة,MONASTIR (Monastir),المنستير (المنستير),MONASTIR,35.7644,10.8
TISSAOUI ESBII,ESBII,TISSAOUI,RESIDENCE DES 3 PYRAMIDES IMM E APPT E2 AIN ZAGHOUAN,2045,CITE M'HIRI,TUNIS,MEDECIN DENTISTE,OFFICINE DE JOUR,NON,زغوان,LA MARSA (Cite El Mhiri),المرسى (حي المهيري),LA MARSA,36.8775,10.3275
JABALLAH HADDOUK,HADDOUK,JABALLAH,20 RUE JAMEL ABDENNACEUR,1000,TUNIS RP (VILLE),TUNIS,DERMATOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,توزر,BAB BHAR (Bab Bhar),باب بحر (باب بحر),BAB BHAR,36.7981,10.1803
CHEIMA TERZI,TERZI,CHEIMA,BADR BLOC A 1 er ETAGE BUREAU A 1-1,4071,KHEZAMA OUEST,SOUSSE,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,SOUSSE JAOUHARA (Khezama Ouest),سوسة جوهرة (خزامة الغربية),SOUSSE JAOUHARA,35.8269,10.63
CHAABANE ALIOUA,ALIOUA,CHAABANE,DIAR EL HOJJEJ,8070,KORBA,NABEUL,GYNECOLOGIE-OBSTETRIQUE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,KORBA (Beni Aichoun),قربة (بني عيشون),KORBA,36.5667,10.8667
BADI GABSSI,GABSSI,BADI,"570, Avenue Khaled Ibn El Walid 1er Etage Appt N°1",2086,DOUAR HICHER,MANOUBA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,DOUAR HICHER (Cite Khaled Ibn El Walid),دوار هيشر (حي خالد بن الوليد),DOUAR HICHER,36.8333,10.0667
NAJAH JOOBEUR,JOOBEUR,NAJAH,"""ELYSEE MEDICAL"" 2ème ETAGE APPT. N°13 AVENUE EL MAHDIA",2074,EL MOUROUJ I,BEN AROUS,UROLOGIE,CABINET MEDICAL INDIVIDUEL,NON,تونس,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
SAHIR AISSA,AISSA,SAHIR,02 RUE FEHRI BELHADJ ABDALLAH,8011,DAR CHAABANE,NABEUL,ENDOCRINOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,قبلي,DAR CHAABANE ELFEHRI (Bayoub),دار شعبان الفهري (بايوب),DAR CHAABANE ELFEHRI,36.4667,10.7667
AMOR YASSINE OUSLATI,OUSLATI,AMOR YASSINE,AV. HABIB BOURGUIBA,6021,GHANNOUCHE,GABES,RADIOLOGIE (DIAGNOSTIC),CABINET DE CHIRURGIE DENTAIRE,NON,أريانة,GHANNOUCHE (Cite El Izdihar),غنوش (حي الازدهار),GHANNOUCHE,33.935,10.07
NAJMEDDINE SEGHAIER,SEGHAIER,NAJMEDDINE,74 RUE HARAMAYN CHARIFAYN ETAGE N1 MOUROUJ3,2074,EL MOUROUJ I,BEN AROUS,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,توزر,EL MOUROUJ (Cite El Bochra),المروج (حي البشرى),EL MOUROUJ,36.7405,10.2042
MOHAMED CHARFEDDINE DAGHFOUS,DAGHFOUS,MOHAMED CHARFEDDINE,RUE TAIEB MHIRI IMMEUBLE PRESTIGE 1er ETAGE B.1.3,5100,MAHDIA,MAHDIA,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,تونس,MAHDIA (Cite Afh),المهدية (حي الوكالة العقارية للسكنى),MAHDIA,35.5044,11.0567
WIJDENE OUESLATI,OUESLATI,WIJDENE,59 ave ennakhil ezzahrouni,2051,EZZAHROUNI,TUNIS,MEDECINE INTERNE,OFFICINE DE JOUR,NON,القيروان,EL HRAIRIA (Cite Bougatfa 1),الحرايرية (حي بوقطفة 1),EL HRAIRIA,36.7833,10.1
AISSA REZGAOUI,REZGAOUI,AISSA,"""CENTRE ARIANA  MEDICAL""  40  AV  HABIB  BOURGUIBA",2080,ARIANA MEDINA,ARIANA,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,المهدية,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
MAOUEL EL HABIB,EL HABIB,MAOUEL,AV AVICENNE DOUALY,2100,GAFSA,GAFSA,GYNECOLOGIE-OBSTETRIQUE,OFFICINE DE JOUR,NON,قبلي,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
AMENE ABDELKADER,ABDELKADER,AMENE,CENTRE MEDICAL HARRATH RUE MOHD ALI EL HAMI GAFSA,2100,GAFSA,GAFSA,CHIRURGIE GENERALE,OFFICINE DE NUIT,NON,قبلي,GAFSA SUD (Cite Bayech),قفصة الجنوبية (حي البياش),GAFSA SUD,34.415,8.78
SIHEM FAKRAOUI,FAKRAOUI,SIHEM,AVENUE 20 MARS NAASEN BEN AROUS,1135,NAASSEN,BEN AROUS,BIOLOGIE CLINIQUE,CABINET MEDICAL INDIVIDUEL,NON,القصرين,FOUCHANA (Chebedda),فوشانة (شبادة),FOUCHANA,36.7098,10.1693
BOUSSIF BEN HADJ SGHAIER,BEN HADJ SGHAIER,BOUSSIF,BARDO CENTRE BLOC 4 APP N°4,2000,BARDO,TUNIS,CARDIOLOGIE,CABINET MEDICAL INDIVIDUEL,NON,بن عروس,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
SEDDIK KARBAKA,KARBAKA,SEDDIK,ECHIFAA MEDICAL 38 AV MOUHEDDINE KLIBI,2092," EL MANAR (I, II, III)",TUNIS,MEDECINE GENERALE,CABINET MEDICAL INDIVIDUEL,NON,القيروان,EL MENZAH (Cite Des Medecins),المنزه (حي الأطباء),EL MENZAH,36.8528,10.1703
BOCHRA ATI,ATI,BOCHRA,AVENUE FARHAT HACHED,5110,BOUMERDES,MAHDIA,GASTRO-ENTEROLOGIE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,BOU MERDES (Bou Merdes),بومرداس (بومرداس),BOU MERDES,35.4333,10.7333
ILHAM jellouli,jellouli,ILHAM,RES. RARAH LAKE . RUE DE LA FEUILLE D'ERABLE .,1053,LES BERGES DU LAC,TUNIS,ENDOCRINOLOGIE,APC,APC,الكاف,LA MARSA (Berge Du Lac),المرسى (ضفاف البحيرة),LA MARSA,36.8775,10.3275
WAHID ARNOUNI,ARNOUNI,WAHID,1 AV. SEDAR SENGHOR,4000,SOUSSE MEDINA,SOUSSE,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,قفصة,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
KARIM YAMIN RAMZI HAMMOU,HAMMOU,KARIM YAMIN RAMZI,155 AV.FETHI ZOUHEIR.ENKHILET.,2056,RAOUED,ARIANA,PHARMACIEN D'OFFICINE DE JOUR,LABORATOIRE D'ANALYSES,NON,أريانة,RAOUED (Cite 7 Novembre),رواد (حي 7 نوفمبر),RAOUED,36.915,10.18
IMED ABDESSALEM OUERDI,OUERDI,IMED ABDESSALEM,72 Avenue Habib Bourguiba . Nour Ariana . 4ème étage . Bureau B4.,2080,ARIANA MEDINA,ARIANA,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,منوبة,ARIANA VILLE (Ariana),أريانة المدينة (أريانة),ARIANA VILLE,36.861327,10.19168
MAKREM SLAMA,SLAMA,MAKREM,PHARMACIE  GHARBI   A COTE  DE LA POSTE  -  BALTA   BOUAOUANE,8126,BALTA,JENDOUBA,PHYSIOTHERAPIE,CABINET MEDICAL INDIVIDUEL,NON,الكاف,BALTA BOU AOUENE (Balta),بلطة بوعوان (بلطة),BALTA BOU AOUENE,36.445,8.95
MED NIDHAMEDDINE FIRAS,FIRAS,MED NIDHAMEDDINE,RUE AVICENNE A BOUSALEM,8170,BOUSALEM,JENDOUBA,O.R.L.,CABINET MEDICAL INDIVIDUEL,NON,سليانة,BOU SALEM (Beni Mhamed),بوسالم (بني امحمد),BOU SALEM,36.617,8.967
AFEF baradhi,baradhi,AFEF,ROUTE DE TUNIS KM 3,3031,MERKEZ BOUASSIDA,SFAX,MEDECIN DENTISTE,CABINET MEDICAL INDIVIDUEL,NON,جندوبة,SAKIET EZZIT (Merkez Bouacida),ساقية الزيت (مركز بوعصيدة),SAKIET EZZIT,34.8183,10.7469
MED. SAHBI FRIDHI,FRIDHI,MED. SAHBI,"N°5,Rue Zaghouani",1100,ZAGHOUAN,ZAGHOUAN,PHYSIOTHERAPIE,SNCFT,NON,القيروان,ZAGHOUAN (El Mhedhba),زغوان (المهذبة),ZAGHOUAN,36.4025,10.1431
CHEOUR EL HAJ ALI,EL HAJ ALI,CHEOUR,AVENUE  DE LA REVOLUTION,8040,BOUARGOUB,NABEUL,MEDECIN DENTISTE,OFFICINE DE NUIT,NON,توزر,BOU ARGOUB (Borj Hafaiedh),بوعرقوب (برج حفيظ),BOU ARGOUB,36.55,10.55
YATHREB EL GHOMRI,EL GHOMRI,YATHREB,14 RUE TAHAR BATIKH,4180,DJERBA HOUMET SOUK,MEDENINE,PHARMACIEN D'OFFICINE DE JOUR,OFFICINE DE JOUR,NON,أريانة,HOUMET ESSOUK (Bazim),حومة السوق (بازيم),HOUMET ESSOUK,33.8814,10.85
SINENE BEN MOELLI,BEN MOELLI,SINENE,ROUTE SALTANIA KM 5 MEJEL KHOUFI,3081,ESSALTANIA,SFAX,MEDECINE GENERALE,OFFICINE DE JOUR,NON,مدنين,SAKIET EDDAIER (Cite El Mallek),ساقية الدائر (حي المالك),SAKIET EDDAIER,34.7956,10.7767
MOHAMED HECHMI HAJJAJI,HAJJAJI,MOHAMED HECHMI,AVE LEOPOLD SENGHOR IMM RAYHANE 1er ETAGE A COTE CAFE CARTHAGE,4000,SOUSSE MEDINA,SOUSSE,MEDECIN DENTISTE,CABINET DE KINESITHERAPIE,NON,بنزرت,SOUSSE VILLE (Cite Boukhzar),سوسة المدينة (حي بوخزر),SOUSSE VILLE,35.8269,10.63
SAFWEN MACHFAR,MACHFAR,SAFWEN,BARDO CENTER AVENUE HABIB THAMEUR APPT 6,2000,BARDO,TUNIS,MEDECINE GENERALE,OFFICINE DE JOUR,NON,سيدي بوزيد,EL OMRANE (Ras Tabia),العمران (رأس الطابية),EL OMRANE,36.8167,10.1667
AHMED MOUNIR OUAHCHI,OUAHCHI,AHMED MOUNIR,64 RUE MUSTAPHA MOHSEN . 1er Etage . A 2.,2073,BORJ LOUZIR,ARIANA,PHARMACIEN D'OFFICINE DE JOUR,CABINET DE CHIRURGIE DENTAIRE,NON,منوبة,LA SOUKRA (Borj Louzir),سكرة (برج الوزير),LA SOUKRA,36.8717,10.2283
SOUHIR KANSOU,KANSOU,SOUHIR,AVE 14 JANVIER PRES DE LA PHARMACIE EL FARABI,4081,ZAOUIET SOUSSE,SOUSSE,PHARMACIEN D'OFFICINE DE NUIT,CABINET MEDICAL INDIVIDUEL,NON,صفاقس,SOUSSE RIADH (Zaouiet Sousse),سوسة الرياض (زاوية سوسة),SOUSSE RIADH,35.8269,10.63
HASSIBA NAFTI,NAFTI,HASSIBA,"13, RUE JELLOULI",2040,RADèS VILLE,BEN AROUS,MEDECINE GENERALE,OFFICINE DE NUIT,NON,سيدي بوزيد,RADES (Chouchet Rades),رادس (شوشة رادس),RADES,36.805,10.295
